og_species
Acacia pulchella
Acacia pustula
Acacia pycnantha
Acacia pyrifolia
Acacia ramulosa
Acacia resinimarginea
Acacia rhodophloia
Acacia rivalis
Acacia rothii
Acacia salicina
Acacia saligna
Acacia sclerosperma
Acacia sericophylla
Acacia sessilis
Acacia shirleyi
Acacia sibina
Acacia sibirica
Acacia simsii
Acacia solenota
Acacia sp. Mulga Holey Trunk (P.K.Latz 12458)
Acacia sp. Urandangie (L.Pedley 2025)
Acacia stellaticeps
Acacia stenophylla
Acacia stenoptera
Acacia stereophylla
Acacia stipuligera
Acacia suaveolens
Acacia subcontorta
Acacia subternata
Acacia synchronicia
Acacia tarculensis
Acacia tenuissima
Acacia tephrina
Acacia terminalis
Acacia tetragonophylla
Acacia thomasii
Acacia thomsonii
Acacia torringtonensis
Acacia torulosa
Acacia trachycarpa
Acacia translucens
Acacia triquetra
Acacia tumida
Acacia ulicifolia
Acacia umbraculiformis
Acacia uncifolia
Acacia uncinella
Acacia victoriae
Acacia wanyu
Acacia wattsiana
Acacia xiphophylla
Acacia yorkrakinensis
Acaena echinata
Acaena novae-zelandiae
Acaena pinn
Acaena pinnatifida
Acaena x ovina
Acalypha ambigua
Acalypha brachiata
Acalypha chirindica
Acalypha clutioides
Acalypha crenata
Acalypha cupricola
Acalypha ornata
Acalypha paniculata
Acalypha peduncularis
Acalypha psilostachya
Acalypha segetalis
Acampe pachyglossa
Acampe praemorsa
Acampe rigida
Acanthocarpus preissii
Acanthocarpus sp. Cooloomia (S.D.Hopper 3301)
Acanthochlamys bracteata
Acanthogilia gloriosa
Acanthopsis disperma
Acanthosicyos horridus
Acanthosicyos naudinianus
Acanthospermum glabratum
Acanthospermum hispidum
Acanthostachys strobilaceae
Acanthus mollis
Acanthus montanus
Acanthus polystachius
Acanthus spinosus
Acanthus ueleensis
Acer carpinifolium
Acer insulae
Acer japonicum
Acer negundo
Acer rufinerve
Acer saccharinum
Acer shirasawanum
Acer ukurunduense
Acharia tragodes
Achillea alpina
Achillea atrata
Achillea erba-rotta
Achillea fragrantissima
Achillea macrophylla
Achillea millefolium
Achillea nana
Achillea ptarmica
Achimenes candida
Achimenes cettoana
Achimenes misera
Achyranthes aspera
Achyranthes bidentata
Achyrocline satureoides
Achyrospermum cryptanthum
Achyrospermum laterale
Acianthus caudatus
Acianthus pusillus
Acicarpha tribuloides
Aciphylla glacialis
Aciphylla scott-thompsoni
Aciphylla simplicifolia
Aciphylla subflavellata
Acleisanthes acutifolia
Acleisanthes angustifolia
Acleisanthes anisophylla
Acleisanthes chenopodioides
Acleisanthes crassifolia
Acleisanthes diffusa
Acleisanthes lanceolata
Acleisanthes longiflora
Acleisanthes nana
Acleisanthes obtusa
Acleisanthes palmeri
Acleisanthes parvifolia
Acleisanthes purpusiana
Acleisanthes somalensis
Acleisanthes undulata
Acleisanthes wrightii
Acmadenia obtusata
Acmella uliginosa
Acnistus arborescens
Acokanthera oppositifolia
Aconitum columbianum
Aconitum japonicum
Aconitum japonicum montanum
Aconitum napellus
Aconitum senanense
Acorus calamus
Acorus gramineus
Acourtia runcinata
Acridocarpus chevalieri
Acridocarpus longifolius
Acridocarpus monodii
Acridocarpus natalitius
Acridocarpus smeathmanii
Acridocarpus spectabilis
Acridocarpus zanzibaricus
Acrolophia capensis
Acrolophia micrantha
Acrothamnus hookeri
Acrotome fleckii
Acrotome inflata
Acrotome pallescens
Acrotriche affinis
Acrotriche cordata
Acrotriche depressa
Acrotriche fasciculiflora
Acrotriche halmaturina
Acrotriche patula
Acrotriche rigida
Acrotriche serrulata
Actea alba
Actinidia arguta
Actinidia chinensis
Actinidia chrysantha
Actinidia rufa
Actinobole condensatum
Actinobole oldfieldianum
Actinobole uliginosum
Actinomeris alternifolia
Actinotus helianthi
Actinotus minor
Adansonia digitata
Adansonia gregorii
Adenandra gummifera
Adenandra marginata
Adenandra obtusata
Adenandra uniflora
Adenandra villosa
Adenanthera abrosperma
Adenanthos cygnorum
Adenanthos sericeus
Adenia cissampeloides
Adenia digitata
Adenia erecta
Adenia globosa
Adenia gummifera var. gummifera
Adenia lobata
Adenia lobata subsp. rumicifolia
Adenia repanda
Adenium obesum
Adenocalymma bracteatum
Adenocarpus bacquei
Adenocarpus foliosus
Adenocarpus mannii
Adenocarpus viscosus
Adenocaulon himalaicum
Adenodolichos punctatus
Adenodolichos rhomboideus
Adenolobus garipensis
Adenolobus pechuelii
Adenophora liliifolia
Adenophora triphylla
Adenorandia kalbreyeri
Adenostemma caffrum
Adenostemma viscosum
Adenostyles alliariae
Adenostyles alpina
Adesmia aconcaguensis
Adesmia bijuga
Adesmia brachy
Adesmia capitellata
Adesmia conferta
Adesmia exilis
Adesmia glomerula
Adesmia haemisphaerica
Adesmia montana
Adesmia radicifolia
Adesmia retrofracta
Adesmia riograndensis
Adonis aestivalis
Adonis annua
Adonis dentata
Adoxa moschatellina
Adriana tomentosa
Adromischus cristatus
Aechmea araneosa
Aechmea blumenavii
Aechmea bromeliifolia
Aechmea chantiniii
Aechmea comata
Aechmea contracta
Aechmea corymbosa
Aechmea cylindrata
Aechmea distichantha
Aechmea gamosepala
Aechmea lamarchei
Aechmea lingulata
Aechmea macrochlamys
Aechmea mutica
Aechmea nudicaulis
Aechmea paniculigera
Aechmea pineliana
Aechmea rubiginosa
Aechmea sp1 M_PL_063
Aechmea triangularis
Aechmea vanhoutteana
Aechmea victoriana
Aeginetia indica
Aegiphila obducta
Aegopodium podagraria
Aeollanthus buchnerianus
Aeollanthus engleri
Aeollanthus homblei
Aeollanthus pubescens
Aeollanthus subacaulis
Aeonium gorgoneum
Aerangis coriacea
Aerangis kotschyana
Aerangis luteoalba
Aerva javanica
Aerva leubnitziae
Aeschynomene abyssinica
Aeschynomene americana
Aeschynomene cristata
Aeschynomene elaphroxylon
Aeschynomene indica
Aeschynomene megalophylla
Aeschynomene mimosifolia
Aeschynomene nyassana
Aeschynomene pratensis
Aeschynomene schimperi
Aeschynomene sensitiva
Aesculus camea
Aesculus glabra
Aesculus hippocastanum
Aesculus pavia
Aesculus sylvatica
Aesculus turbinata
Aetheorrina bulbosa
Aethusa cynapium
Aextoxicon punctatum
Afraegle paniculata
Aframomum alboviolaceum
Aframomum exscapum
Aframomum longiligulatum
Aframomum melegueta
Aframomum thonneri
Aframomum zambesiacum
Afroaster hispidus
Afroaster tansaniensis
Afrobrunnichia erecta
Afrocalathea rhizantha
Afrocanthium lactescens
Afrohybanthus enneaspermus
Afrohybanthus stellarioides
Afrolicania elaeosperma
Afroligusticum claessensii
Afroligusticum linderi
Afroligusticum volkensii
Afrosciadium kerstenii
Afrostyrax kamerunensis
Afrostyrax lepidophyllus
Afrotysonia pilosicaulis
Afzelia africana
Afzelia bipindensis
Afzelia pachyloba
Afzelia quanzensis
Agalinis auriculata
Agalinis skinneriana
Aganope stuhlmannii
Agapanthus africanus
Agapanthus campanulatus
Agapanthus praecox
Agapanthus praecox subsp. minimus
Agastache nepetoides
Agastache scrophulariaefolia
Agathisanthemum globosum
Agauria salicifolia
Agave americana
Agave ghiesbreghtii
Agave sisalana
Agelaea paradoxa
Agelaea pentagyna
Agelanthus brunneus
Agelanthus djurensis
Agelanthus dodoneifolius
Agelanthus fuellebornii
Agelanthus pilosus
Agelanthus pungu
Agelanthus sansibarensis
Ageratina riparia
Ageratinastrum polyphyllum
Ageratum conyzoides
Ageratum houstonianum
Ageretina adenophora
Agonis theiformis
Agrimonia eupatoria
Agrimonia pilosa
Agrimonia striata
Agrostis clavata
Agrostis kilimandscharica
Agrostocrinum scabrum
Aichryson laxum
Aidia micrantha
Ailanthus altissima
Ainsliaea acerifolia
Ainsliaea apiculata
Ainsliaea faurieana
Aizoanthemum hispanicum
Aizoon africanum
Aizoon canariense
Aizoon sarcophyllum
Ajuga chamaepitys
Ajuga chamaepitys subsp. chamaepitys
Ajuga ciliata
Ajuga dictyocarpa
Ajuga genevensis
Ajuga integrifolia
Ajuga iva
Ajuga iva subsp. iva
Ajuga ophrydis
Ajuga reptans
Akania bidwillii
Akebia quinata
Alangium chinense
Alangium platanifolium
Albizia adianthifolia
Albizia altissima
Albizia anthelmintica
Albizia antunesiana
Albizia chinensis
Albizia ferruginea
Albizia gummifera
Albizia harveyi
Albizia julibrissin
Albizia laurentii
Albizia lebbeck
Albizia rhombifolia
Albizia saman
Albizia versicolor
Albizia zimmermannii
Albizia zygia
Albizzia julibrissin
Albuca abyssinica
Albuca batteniana
Albuca bracteata
Albuca canadensis
Albuca cooperi
Albuca crispa
Albuca flaccida
Albuca fragrans
Albuca humilis
Albuca kirkii
Albuca monophylla
Albuca nelsonii
Albuca nigritana
Albuca setosa
Albuca shawii
Albuca sp
Albuca spiralis
Albuca stapffii
Albuca suaveolens
Albuca tenuifolia
Albuca tortuosa
Albuca virens
Alcea acaulis
Alcea pallida
Alcea rosea
Alchemilla argyrophylla
Alchemilla ellenbeckii
Alchemilla haumanii
Alchemilla kiwuensis
Alchemilla microbetula
Alchemilla volkensii
Alchornea cordifolia
Alchornea floribunda
Alectra capensis
Alectra glandulosa
Alectra orobanchoides
Alectra picta
Alectra sessiliflora
Alectryon diversifolius
Alectryon oleifolius
Alepidea amatymbica
Alepidea delicatula
Alepidea macowanii
Alepidea natalensis
Alepidea peduncularis
Alepidea serrata
Alepidea setifera
Alepis flavida
Aletes acaulis
Aletes humilis
Aletris luteoviridis
Aleurites moluccanus
Aliella platyphylla
Alisma canaliculatum
Alisma plantago aquatica
Alisma plantago-aquatica
Alium grayi
Alkanna strigosa
Alkanna tinctoria
Allamanda blanchetii
Allamanda cathartica
Allamanda schottii
Allanblackia stuhlmannii
Allantoma lineata
Alliaria petiolata
Allionia choisyi
Allium ampeloprasum
Allium fistulosum
Allium neapolitanum
Allium recurvatum
Allium sativum
Allium scorodoprasum
Allium subhirsutum
Allium thunbergii
Allium tuberosum
Allium vineale
Allophyllum glutinosum
Allophylus africanus
Allophylus chaunostachys
Allophylus longipes
Allophylus spicatus
Alloplectus savanarum
Allopterigeron filifolius
Alluaudia procera
Alocasia odora
Aloe arborescens
Aloe asperifolia
Aloe boylei
Aloe brevifolia
Aloe buettneri
Aloe cameronii
Aloe christianii
Aloe crassipes
Aloe debrana
Aloe duckeri
Aloe ecklonis
Aloe elegans
Aloe ferox
Aloe hereroensis
Aloe littoralis
Aloe macra
Aloe macrocarpa
Aloe maculata
Aloe marlothii
Aloe mawii
Aloe mayottensis
Aloe melanacantha
Aloe myriacantha
Aloe mzimbana
Aloe ngongensis
Aloe nuttii
Aloe peglerae
Aloe pembana
Aloe perfoliata
Aloe pluridens
Aloe powysiorum
Aloe schweinfurthii
Aloe secundiflora
Aloe striata
Aloe succotrina
Aloe vanbalenii
Aloe vera
Aloe zebrina
Aloiampelos ciliaris
Aloidendron dichotomum
Alophia drummondii
Alophia lahue
Aloysia citriodora
Alphitonia excelsa
Alphitonia pomaderroides
Alpinia formosana
Alpinia intermedia
Alpinia kwangsiensis
Alpinia sp1 M_PL_044
Alpinia zerumbet
Alseuosmia macrophylla
Alstonia
Alstonia boonei
Alstonia congensis
Alstonia constricta
Alstonia macrophylla
Alstroemeria aurea
Alstroemeria inodora
Alstroemeria pallida
Alternanthera angustifolia
Alternanthera denticulata
Alternanthera ficoidea
Alternanthera nana
Alternanthera nodiflora
Alternathera brasiliana
Altingia chinensis
Aluta maisonneuvei
Alyogyne hakeifolia
Alyogyne huegelii
Alyogyne pinoniana
Alysicarpus glumaceus
Alysicarpus rugosus
Alysicarpus zeyheri
Alyssum atlanticum
Alyssum maritimum
Alyxia buxifolia
Alyxia spicata
Alzatea verticillata
Amalophyllon clarkii
Amalophyllon divaricatum
Amaranthus hybridus
Amaranthus mitchellii
Amaranthus retroflexus
Amaranthus sp
Amaranthus spinosus
Amaryllis belladonna
Amasonia arborea
Amasonia obovata
Amborella trichopoda
Ambrosia trifida
Amelanchier canadensis
Amellus nanus
Ameroglossum pernambucense
Amischotolype hispida
Amischotolype tenuis
Ammannia auriculata
Ammannia baccifera
Ammannia coccinea
Ammannia involucrata
Ammi majus
Ammi visnaga
Ammocharis coranica
Ammocharis tinneana
Amomyrtus luma
Amomyrtus meli
Amorpha canescens
Amorpha fruticosa
Amorphophallus abyssinicus
Amorphophallus aphyllus
Amorphophallus dracontioides
Amorphophallus elliottii
Amorphophallus johnsonii
Ampelocissus africana
Ampelocissus bombycina
Ampelocissus frutescens
Ampelocissus leonensis
Ampelocissus multistriata
Ampelocissus obtusata
Ampelopsis brevipedunculata
Amperea xiphoclada
Ampetopsis brevipedunculata
Amphiblemma mvensis
Amphicarpa pitcheri
Amphicarpaea africana
Amphicarpaea bracteata
Amphimas pterocarpoides
Amsonia tabernaemontana
Amyema fitzgeraldii
Amyema hilliana
Amyema linophylla
Amyema maidenii
Amyema miquelii
Amyema miraculosa
Amyema quandang
Amyema queenslandica
Amyema villiflora
Amylotheca subumbellata
Anabasis aretioides
Anacampseros crinita
Anacardium occidentale
Anacolosa papuana
Anacyclus pyrethrum
Anacyclus radiatus
Anadenanthera macrocarpa
Anagallis alternifolia
Anagallis arvensis
Anagallis minima
Anagallis tenella
Ananas comosus
Anaphalioides bellidioides
Anaphalioides trinervis
Anaphalis margaritacea
Anarthrophyllum cumingii
Anarthrophyllum gayanum
Anastatica hierochuntica
Anchomanes difformis
Anchusa officinalis
Anchusa undulata
Anchusa variegata
Anchusella variegata
Ancistrocladus congolensis
Ancistrocladus ealaensis
Ancistrocladus korupensis
Ancistrocladus le-testui
Ancylobothrys amoena
Ancylobothrys capensis
Andira inermis
Androcalva loxophylla
Andromeda glaucophylla
Andromeda polifolia
Andropogon chinensis
Androsace alpina
Androsace helvetica
Androsace lactea
Androsace spinulifera
Andryala pinnatifida
Aneilema aequinoctiale
Aneilema beniniense
Aneilema brenanianum
Aneilema chrysopogon
Aneilema hockii
Aneilema johnstonii
Aneilema lanceolatum
Aneilema setiferum
Aneilema umbrosum
Aneilema welwitschii
Anemocarpa podolepidium
Anemone caffra
Anemone coronaria
Anemone flaccida
Anemone hepatica
Anemone patens
Anemone pavonina
Anemone vesicatoria
Anemonella thalictroides
Anemopaegma acutifolium
Anethum graveolens
Aneulophus africanus
Angelica ampla
Angelica archangelica
Angelica arguta
Angelica atropurpurea
Angelica breweri
Angelica canbyi
Angelica cartilagino-marginata
Angelica dawsonii
Angelica dentata
Angelica geniculata
Angelica genuflexa
Angelica grayi
Angelica hendersonii
Angelica kingii
Angelica laurentiana
Angelica longeradiata
Angelica lucida
Angelica nelsonii
Angelica pinnata
Angelica polymorpha
Angelica pubescens
Angelica scabrida
Angelica sylvestris
Angelica tomentosa
Angelica trinagula
Angelica triquinata
Angelica venenosa
Angelonia bisaccata
Angelonia hirta
Angelonia hookeriana
Angelonia pubescens
Angianthus conocephalus
Angianthus cunninghamii
Angianthus tomentosus
Angophora costata
Angophora hispida
Angraecopsis amaniensis
Angraecum distichum
Angraecum pusillum
Angraecum striatum
Angylocalyx oligophyllus
Angylocalyx pynaertii
Anigozanthos bicolor
Anigozanthos flavidus
Anigozanthos humilis
Aniseia martinicensis
Anisodontea julii
Anisodus tanguticus
Anisomeles inodora
Anisomeles languida
Anisopappus abercornensis
Anisopappus chinensis
Anisopappus stuhlmannii
Anisophyllea boehmii
Anisophyllea fallax
Anisophyllea quangensis
Anisoptera marginata
Anisopus efulensis
Anisotes formosissimus
Anisotoma cordifolia
Anisotome aromatica
Anisotome flexuosus
Annickia chlorantha
Annona glabra
Annona muricata
Annona reticulata
Annona senegalensis
Annona squamosa
Annona stenophylla
Annona stenophylla subsp. longipetiolata
Anodendron affine
Anopterus macleayanus
Anredera cordifolia
Antennaria alpina
Antennaria plantaginifolia
Antenoron filiforme
Anthacanthus acicularis
Anthemis arvensis
Anthemis cotula
Anthemis maritima
Anthericaceae sp
Antherotoma debilis
Antherotoma irvingiana
Antherotoma naudinii
Antherotoma phaeotricha
Antherotoma senegambiensis
Anthobolus filifolius
Anthobolus leptomerioides
Anthocercis intricata
Anthocleista djalonensis
Anthocleista grandiflora
Anthocleista liebrechtsiana
Anthocleista procera
Anthocleista schweinfurthii
Anthocleista vogelii
Anthonotha crassifolia
Anthonotha ferruginea
Anthonotha macrophylla
Anthonotha mouandzae
Anthonotha noldeae
Anthospermum usambarense
Anthostema aubryanum
Anthotroche myoporoides
Anthoxanthum nivale
Anthriscus aemula
Anthriscus caucalis
Anthriscus sylvestris
Anthyllis hermanniae
Anthyllis vulneraria
Anticharis imbricata
Antidesma ghaesembilla
Antidesma joponicum
Antidesma laciniatum
Antidesma madagascariense
Antidesma membranaceum
Antidesma rufescens
Antidesma venosum
Antidesma vogelianum
Antigonon leptopus
Antiphiona pinnatisecta
Antiphytum floribundum
Antirhea borbonica
Antirrhinum majus
Antirrhinum subbaeticum
Antopetitia abyssinica
Antrocaryon micraster
Anvillea garcinii subsp. radiata
Aoranthe cladantha
Aoranthe penduliflora
Aotus subglauca
Aphanes arvensis
Aphanopetalum resinosum
Aphelandra colorata
Aphelandra longiflora
Aphelandra macrostachya
Aphelandra pulcherrima
Aphloia
Aphloia theiformis
Aphyllodium biarticulatum
Apios tuberosa
Apium graveolens
Apium inundatum
Apium nodiflorum
Apocynum androsaemifolium
Apocynum cannabinum
Apodolirion macowanii
Apodostigma pallens
Apodytes dimidiata
Aponogeton angustifolius
Aponogeton distachyos
Aponogeton madagascariensis
Apophyllum anomalum
Aporosa frutescens
Aposeris foetida
Apowollastonia longipes
Apowollastonia spilanthoides
Appolonias barbujana
Aptandra zenkeri
Aptosimum arenarium
Aptosimum decumbens
Aptosimum elongatum
Aptosimum eriocephalum
Aptosimum indivisum
Aptosimum lineare
Aptosimum marlothii
Aptosimum spinescens
Aptosimum tragacanthoides
Aquilegia brevistyla
Aquilegia buergeriana
Aquilegia canadensis
Aquilegia coerulea
Arabidella nasturtium
Arabidopsis thaliana
Arabis alpina
Arabis caucasica
Arabis dentata
Arabis glabra
Arabis hirsuta
Arabis laevigata
Arabis lyrata kamtschatica
Arabis virginica
Arachis hypogaea
Arachnitis uniflora
Aragalus lamberti
Aralia cordata
Aralia hispida
Aralia nudicaulis
Aralidium pinnatifidum
Aralta elata
Arbutus unedo
Archidendropsis basaltica
Archytaea triflora
Arctium lappa
Arctium minus
Arctomecon humilis
Arctopus echinatus
Arctostaphylos uva-ursi
Arctostaphylus uva-ursi
Arctotheca calendula
Arctotheca populifolia
Arctotheca prostrata
Arctotis arctotoides
Arctotis decurrens
Arctotis fastuosa
Arctotis leiocarpa
Arctous alpina
Ardisia
Ardisia escallonioides
Ardisia kivuensis
Ardisia pusilla
Ardisia quinquegona
Ardisia sieboldii
Ardisiandra wettsteinii
Aremonia agrimonioides
Arenaria pseudofrigida
Argania spinosa
Argemone mexicana
Argemone ochroleuca
Argemone subfusiformis
Argomuellera macrophylla
Argophyllum laxum
Argyranthemum broussonetti
Argyranthemum frutescencs
Argyranthemum frutescens
Argyranthemum teneriffae
Argyroderma pearsonii
Argyrolobium amplexicaule
Argyrolobium harveyanum
Argyrolobium tomentosum
Argyrotegium fordianum
Argyrotegium nitidulum
Argythamnia candicans
Arisaema japonicum
Arisaema triphyllum
Arisarum vulgare
Aristea abyssinica
Aristea africana
Aristea angolensis
Aristea bakeri
Aristea biflora
Aristea capitata
Aristea glauca
Aristea juncifolia
Aristea oligocephala
Aristea recisa
Aristea schizolaena
Aristea spiralis
Aristea teretifolia
Aristea zeyheri
Aristida adoensis
Aristida sieberiana
Aristolochia albida
Aristolochia argentina
Aristolochia baetica
Aristolochia elegans
Aristolochia gabonensis
Aristolochia goldieana
Aristolochia incisiloba
Aristolochia macrophylla
Aristolochia ornithopterae
Aristolochia promissa
Aristolochia ringens
Aristolochia serpentaria
Aristolochia tomentosa
Aristolochia triactina
Aristotelia chilensis
Arivela viscosa
Arjona patagonica
Armeria scabra
Armeria velutina
Arnica alpina
Arnica angustifolia
Arnica montana
Arnica sp1 M_PL_014
Arnica stricta
Arnoseris minima
Aronia melanocarpa
Artabotrys brachypetalus
Artabotrys monteiroae
Artanema longifolium
Artemisia absinthium
Artemisia afra
Artemisia campestris
Artemisia glacialis
Artemisia gorgonum
Artemisia judaica subsp. sahariensis
Artemisia vulgaris
Arthropodium curvipes
Arthropodium dyeri
Arthropodium fimbriatum
Arthropodium strictum
Arum italicum
Arum maculatum
Aruncus dioicus
Aruncus sylvester
Arytera littoralis
Asarum canadense
Asarum caudigerum
Ascerates floridana
Ascerates viridiflora
Asclepias brevipes
Asclepias cucullata
Asclepias curassavica
Asclepias dregeana
Asclepias fimbriata
Asclepias gibba
Asclepias halli
Asclepias incarnata
Asclepias multicaulis
Asclepias purpurascens
Asclepias schumanniana
Asclepias sp
Asclepias speciosa
Asclepias sullivantii
Asclepias syriaca
Asclepias tuberosa
Asclepias verticillata
Asclepias woodii
Ascleptas curassavica
Ascolepis capensis
Asepalum eriantherum
Asimina triloba
Asiminia triloba
Aspalathus abietina
Aspalathus capensis
Aspalathus chenopoda
Aspalathus chortophila
Aspalathus ciliaris
Aspalathus cordata
Aspalathus divaricata
Aspalathus excelsa
Aspalathus intervallaris
Aspalathus juniperina
Aspalathus laricifolia
Aspalathus linearis
Aspalathus ramulosa
Asparagus acutifolius
Asparagus aethiopicus
Asparagus africanus
Asparagus aphyllus
Asparagus asparagoides
Asparagus flagellaris
Asparagus officinalis
Asparagus pearsonii
Asparagus petersianus
Asparagus retrofractus
Asparagus scandens
Asparagus schoberioides
Asparagus schroederi
Asparagus sp
Asperugo procumbens
Asperula conferta
Asperula cynanchica
Asperula gunnii
Asperula pusilla
Asperula taurina
Asphodelus aestivus
Asphodelus fistulosus
Asphodelus ramosus
Aspicarpa brevipes
Aspicarpa hirtella
Aspidoglossum connatum
Aspidonepsis diploglossa
Aspidosperma quebracho-blanco
Aspilia africana
Aspilia bussei
Aspilia helianthoides
Aspilia kotschyi
Aspilia mossambicensis
Aspilia paludosa
Aspilia pluriseta
Astelia alpina
Astelia pumila
Aster ageratoides
Aster ageratoides amplexifolius
Aster ageratoides ovatus
Aster alpinus
Aster amellus
Aster anomalus
Aster asa-grayi
Aster ericoides villosus
Aster foliaceus
Aster glehni
Aster lateriflorus
Aster multiflorus
Aster novaeangliae
Aster paniculatus
Aster sagittifolius
Aster salicifolius
Aster scaber
Aster sibiricus
Aster sp
Aster subulatus
Aster tradescanti
Aster turbinellus
Asteraceae sp
Asteranthera ovata
Asteriscium aemocarpon
Asteriscus imbricatus
Asterolasia trymalioides
Asteromyrtus brassii
Asteromyrtus lysicephala
Asteromyrtus symphyocarpa
Asteropeia micraster
Astilbe thunbergii
Astraea lobata
Astragalus alpinus
Astragalus armatus
Astragalus canadensis
Astragalus cruckshanksii
Astragalus curvicaulis
Astragalus cymbicarpos
Astragalus drummondi
Astragalus filipes
Astragalus ibrahimianus
Astragalus linifolius
Astragalus lonchocarpus
Astragalus mexicanus
Astragalus monspessulanus
Astragalus nivicola
Astragalus propinquus
Astragalus sinicus
Astragalus sp1 M_PL_001
Astrantia major
Astrantia minor
Astripomoea malvacea var. volkensii
Astroloma ciliatum
Astroloma humifusum
Astroloma serratifolium
Astropanax myrianthus
Astropanax stolzii
Astropanax volkensii
Asyneuma campanuloides
Asyneuma canescens
Asyneuma limonifolium
Asystasia africana
Asystasia buettneri
Asystasia gangetica
Asystasia leptostachya
Atalaya hemiglauca
Atalaya variifolia
Athanasia trifurcata
Atherosperma moschatum
Athrixia crinita
Athrixia rosmarinifolia
Atkinsonia ligustrina
Atractylis babelii
Atraphaxis spinosa
Atropa belladonna
Atropanthe sinensis
Atuna racemosa
Aucuba japonica
Aulax umbellata
Austrobaileya scandens
Austrosteenisia blackii
Averrhoa bilimbi
Averrhoa carambola
Avicennia germinans
Azadirachta indica
Azorella bolacina
Azorella madreporica
Azorella monantha
Azorella monanthos
Azorella selago
Azorina vidalii
Babiana ambigua
Babiana angustifolia
Babiana attenuata
